Customer,Loan ID,Date Start,Amount,Date Finish,Duration
Emily Baker,loan_17,12-09-2020,31200,12-09-2021,12
Isabella Burton,loan_1,02-06-2010,48510,02-01-2011,7
Isabella Burton,loan_2,15-01-2011,41160,15-08-2011,7
Isabella Burton,loan_3,20-08-2011,37800,20-02-2012,6
Isabella Burton,loan_4,08-02-2012,58800,08-12-2012,10
Isabella Burton,loan_5,02-12-2012,32550,02-05-2013,5
Isabella Burton,loan_6,18-05-2013,71610,18-04-2014,11
Isabella Burton,loan_7,24-04-2014,85470,24-03-2015,11
Isabella Burton,loan_8,06-03-2015,36540,06-09-2015,6
Isabella Burton,loan_9,04-09-2015,22680,04-01-2016,4
Isabella Burton,loan_10,23-01-2016,75600,23-11-2016,10
Isabella Burton,loan_11,15-11-2016,40320,15-07-2017,8
Isabella Burton,loan_12,09-07-2017,31500,09-01-2018,6
Isabella Burton,loan_13,05-01-2018,21000,05-06-2018,5
Isabella Burton,loan_14,05-06-2018,30450,05-11-2018,5
Isabella Burton,loan_15,21-11-2018,31920,21-03-2019,4
Isabella Burton,loan_16,17-03-2019,39900,17-08-2019,5
Isabella Burton,loan_17,13-08-2019,26040,13-12-2019,4
Isabella Burton,loan_18,20-12-2019,67200,20-10-2020,10
Isabella Burton,loan_19,14-10-2020,98280,14-10-2021,12
Leo Black,loan_1,02-06-2010,109200,02-06-2011,12
Leo Black,loan_2,14-06-2011,122850,14-03-2012,9
Leo Black,loan_3,01-03-2012,109200,01-11-2012,8
Leo Black,loan_4,11-11-2012,50400,11-03-2013,4
Leo Black,loan_5,13-03-2013,69300,13-12-2013,9
Leo Black,loan_6,10-12-2013,65100,10-06-2014,6
Leo Black,loan_7,10-06-2014,133000,10-04-2015,10
Leo Black,loan_8,23-04-2015,75950,23-11-2015,7
Leo Black,loan_9,22-11-2015,72450,22-08-2016,9
Leo Black,loan_10,18-08-2016,56700,18-02-2017,6
Leo Black,loan_11,04-02-2017,103950,04-11-2017,9
Leo Black,loan_12,25-11-2017,75600,25-08-2018,9
Leo Black,loan_13,21-08-2018,61600,21-04-2019,8
Leo Black,loan_14,09-04-2019,84000,09-10-2019,6
Leo Black,loan_15,23-10-2019,154000,23-09-2020,11
Leo Black,loan_16,16-09-2020,83300,16-04-2021,7
Theo Burton,loan_1,16-11-2010,103680,16-11-2011,12
Theo Burton,loan_2,07-11-2011,57600,07-08-2012,9
Theo Burton,loan_3,11-08-2012,86400,11-06-2013,10
Theo Burton,loan_4,18-06-2013,63360,18-12-2013,6
Theo Burton,loan_5,04-12-2013,130240,04-11-2014,11
Theo Burton,loan_6,15-11-2014,92160,15-08-2015,9
Theo Burton,loan_7,14-08-2015,44800,14-12-2015,4
Theo Burton,loan_8,06-12-2015,59200,06-05-2016,5
Theo Burton,loan_9,12-05-2016,26880,12-09-2016,4
Theo Burton,loan_10,10-09-2016,91520,10-08-2017,11
Theo Burton,loan_11,22-08-2017,33280,22-12-2017,4
Theo Burton,loan_12,02-12-2017,119680,02-11-2018,11
Theo Burton,loan_13,06-11-2018,84480,06-10-2019,11
Theo Burton,loan_14,12-10-2019,56000,12-03-2020,5
Theo Burton,loan_15,09-03-2020,76800,09-01-2021,10
Charlie Davidson,loan_1,23-12-2010,140400,23-09-2011,9
Charlie Davidson,loan_2,10-09-2011,81200,10-04-2012,7
Charlie Davidson,loan_3,17-04-2012,103600,17-11-2012,7
Charlie Davidson,loan_4,12-11-2012,134400,12-11-2013,12
Charlie Davidson,loan_5,08-11-2013,82800,08-08-2014,9
Charlie Davidson,loan_6,03-08-2014,64000,03-04-2015,8
Charlie Davidson,loan_7,06-04-2015,129600,06-01-2016,9
Charlie Davidson,loan_8,13-01-2016,96000,13-11-2016,10
Charlie Davidson,loan_9,04-11-2016,67200,04-07-2017,8
Charlie Davidson,loan_10,03-07-2017,58000,03-12-2017,5
Charlie Davidson,loan_11,24-12-2017,153600,24-12-2018,12
Charlie Davidson,loan_12,10-12-2018,75600,10-09-2019,9
Charlie Davidson,loan_13,15-09-2019,106400,15-04-2020,7
Charlie Davidson,loan_14,20-04-2020,57600,20-08-2020,4
Charlie Davidson,loan_15,04-08-2020,70000,04-03-2021,7
Tommy White,loan_1,20-10-2010,53550,20-05-2011,7
Tommy White,loan_2,09-05-2011,48300,09-12-2011,7
Tommy White,loan_3,03-12-2011,52200,03-06-2012,6
Tommy White,loan_4,09-06-2012,61200,09-02-2013,8
Tommy White,loan_5,25-02-2013,80850,25-01-2014,11
Tommy White,loan_6,07-01-2014,79200,07-12-2014,11
Tommy White,loan_7,10-12-2014,71550,10-09-2015,9
Tommy White,loan_8,23-09-2015,56700,23-03-2016,6
Tommy White,loan_9,14-03-2016,33000,14-07-2016,4
Tommy White,loan_10,12-07-2016,82500,12-06-2017,11
Tommy White,loan_11,01-06-2017,47700,01-12-2017,6
Tommy White,loan_12,17-12-2017,89100,17-11-2018,11
Tommy White,loan_13,25-11-2018,34800,25-03-2019,4
Tommy White,loan_14,03-03-2019,68850,03-12-2019,9
Tommy White,loan_15,19-12-2019,70800,19-08-2020,8
Tommy White,loan_16,15-08-2020,108000,15-08-2021,12
Noah Holmes,loan_1,09-03-2010,97200,09-12-2010,9
Noah Holmes,loan_2,03-12-2010,94500,03-10-2011,10
Noah Holmes,loan_3,13-10-2011,130680,13-09-2012,11
Noah Holmes,loan_4,24-09-2012,102060,24-04-2013,7
Noah Holmes,loan_5,12-04-2013,47520,12-08-2013,4
Noah Holmes,loan_6,15-08-2013,88560,15-04-2014,8
Noah Holmes,loan_7,11-04-2014,77490,11-11-2014,7
Noah Holmes,loan_8,21-11-2014,133650,21-10-2015,11
Noah Holmes,loan_9,09-10-2015,136620,09-09-2016,11
Noah Holmes,loan_10,07-09-2016,113400,07-09-2017,12
Noah Holmes,loan_11,19-09-2017,84240,19-05-2018,8
Noah Holmes,loan_12,22-05-2018,66150,22-12-2018,7
Noah Holmes,loan_13,06-12-2018,114210,06-09-2019,9
Noah Holmes,loan_14,24-09-2019,67500,24-02-2020,5
Noah Holmes,loan_15,10-02-2020,178200,10-02-2021,12
Isla Adams,loan_1,18-03-2010,58310,18-10-2010,7
Isla Adams,loan_2,12-10-2010,43350,12-03-2011,5
Isla Adams,loan_3,09-03-2011,24480,09-07-2011,4
Isla Adams,loan_4,13-07-2011,70380,13-04-2012,9
Isla Adams,loan_5,20-04-2012,56100,20-10-2012,6
Isla Adams,loan_6,02-10-2012,84150,02-07-2013,9
Isla Adams,loan_7,16-07-2013,57120,16-03-2014,8
Isla Adams,loan_8,10-03-2014,73440,10-12-2014,9
Isla Adams,loan_9,04-12-2014,41650,04-07-2015,7
Isla Adams,loan_10,09-07-2015,33320,09-11-2015,4
Isla Adams,loan_11,20-11-2015,31450,20-04-2016,5
Isla Adams,loan_12,02-04-2016,44880,02-10-2016,6
Isla Adams,loan_13,21-10-2016,54740,21-05-2017,7
Isla Adams,loan_14,19-05-2017,106080,19-05-2018,12
Isla Adams,loan_15,13-05-2018,70380,13-02-2019,9
Isla Adams,loan_16,23-02-2019,83640,23-02-2020,12
Isla Adams,loan_17,21-02-2020,63070,21-09-2020,7
Isla Adams,loan_18,21-09-2020,55080,21-06-2021,9
Isla Allen,loan_1,03-04-2010,175770,03-01-2011,9
Isla Allen,loan_2,15-01-2011,64480,15-05-2011,4
Isla Allen,loan_3,11-05-2011,113460,11-11-2011,6
Isla Allen,loan_4,13-11-2011,151280,13-07-2012,8
Isla Allen,loan_5,06-07-2012,180730,06-06-2013,11
Isla Allen,loan_6,21-06-2013,85560,21-12-2013,6
Isla Allen,loan_7,06-12-2013,74400,06-04-2014,4
Isla Allen,loan_8,15-04-2014,177320,15-03-2015,11
Isla Allen,loan_9,02-03-2015,77500,02-08-2015,5
Isla Allen,loan_10,24-08-2015,113460,24-02-2016,6
Isla Allen,loan_11,23-02-2016,146320,23-10-2016,8
Isla Allen,loan_12,25-10-2016,126480,25-06-2017,8
Isla Allen,loan_13,09-06-2017,111600,09-02-2018,8
Isla Allen,loan_14,03-02-2018,201500,03-12-2018,10
Isla Allen,loan_15,02-12-2018,123690,02-07-2019,7
Isla Allen,loan_16,18-07-2019,99200,18-12-2019,5
Isla Allen,loan_17,02-12-2019,215760,02-12-2020,12
Isla Allen,loan_18,23-12-2020,192200,23-10-2021,10
Charlie Stevens,loan_1,08-11-2010,110880,08-10-2011,11
Charlie Stevens,loan_2,02-10-2011,147840,02-10-2012,12
Charlie Stevens,loan_3,19-10-2012,84000,19-04-2013,6
Charlie Stevens,loan_4,05-04-2013,86240,05-11-2013,7
Charlie Stevens,loan_5,03-11-2013,117600,03-11-2014,12
Charlie Stevens,loan_6,10-11-2014,78400,10-07-2015,8
Charlie Stevens,loan_7,21-07-2015,114240,21-03-2016,8
Charlie Stevens,loan_8,17-03-2016,92120,17-10-2016,7
Charlie Stevens,loan_9,07-10-2016,49000,07-03-2017,5
Charlie Stevens,loan_10,15-03-2017,107800,15-02-2018,11
Charlie Stevens,loan_11,04-02-2018,163240,04-01-2019,11
Charlie Stevens,loan_12,01-01-2019,164640,01-01-2020,12
Charlie Stevens,loan_13,11-01-2020,74200,11-06-2020,5
Charlie Stevens,loan_14,11-06-2020,123480,11-03-2021,9
Theo Adams,loan_1,25-01-2010,14720,25-05-2010,4
Theo Adams,loan_2,15-05-2010,50400,15-02-2011,9
Theo Adams,loan_3,17-02-2011,38400,17-02-2012,12
Theo Adams,loan_4,11-02-2012,24960,11-08-2012,6
Theo Adams,loan_5,14-08-2012,48640,14-04-2013,8
Theo Adams,loan_6,05-04-2013,16000,05-09-2013,5
Theo Adams,loan_7,04-09-2013,16640,04-01-2014,4
Theo Adams,loan_8,04-01-2014,26880,04-09-2014,8
Theo Adams,loan_9,10-09-2014,19200,10-01-2015,4
Theo Adams,loan_10,01-01-2015,30720,01-07-2015,6
Theo Adams,loan_11,16-07-2015,33600,16-01-2016,6
Theo Adams,loan_12,01-01-2016,32640,01-07-2016,6
Theo Adams,loan_13,20-07-2016,35840,20-02-2017,7
Theo Adams,loan_14,06-02-2017,61600,06-01-2018,11
Theo Adams,loan_15,05-01-2018,30720,05-09-2018,8
Theo Adams,loan_16,24-09-2018,33280,24-05-2019,8
Theo Adams,loan_17,10-05-2019,36960,10-12-2019,7
Theo Adams,loan_18,20-12-2019,62400,20-10-2020,10
Theo Adams,loan_19,12-10-2020,59200,12-08-2021,10
Lucas Lewis,loan_1,16-08-2010,18900,16-01-2011,5
Lucas Lewis,loan_2,02-01-2011,49500,02-12-2011,11
Lucas Lewis,loan_3,10-12-2011,31500,10-05-2012,5
Lucas Lewis,loan_4,01-05-2012,47520,01-01-2013,8
Lucas Lewis,loan_5,19-01-2013,82080,19-01-2014,12
Lucas Lewis,loan_6,20-01-2014,64800,20-10-2014,9
Lucas Lewis,loan_7,12-10-2014,34560,12-06-2015,8
Lucas Lewis,loan_8,06-06-2015,18720,06-10-2015,4
Lucas Lewis,loan_9,08-10-2015,66960,08-10-2016,12
Lucas Lewis,loan_10,10-10-2016,32400,10-03-2017,5
Lucas Lewis,loan_11,23-03-2017,30600,23-08-2017,5
Lucas Lewis,loan_12,17-08-2017,31500,17-03-2018,7
Lucas Lewis,loan_13,05-03-2018,34560,05-11-2018,8
Lucas Lewis,loan_14,01-11-2018,59400,01-10-2019,11
Lucas Lewis,loan_15,08-10-2019,58320,08-07-2020,9
Lucas Lewis,loan_16,20-07-2020,44100,20-02-2021,7
Sophia Allen,loan_1,09-11-2010,92500,09-09-2011,10
Sophia Allen,loan_2,14-09-2011,37000,14-02-2012,5
Sophia Allen,loan_3,15-02-2012,84360,15-08-2012,6
Sophia Allen,loan_4,09-08-2012,112480,09-04-2013,8
Sophia Allen,loan_5,07-04-2013,126170,07-03-2014,11
Sophia Allen,loan_6,22-03-2014,93240,22-10-2014,7
Sophia Allen,loan_7,15-10-2014,137640,15-10-2015,12
Sophia Allen,loan_8,15-10-2015,77700,15-08-2016,10
Sophia Allen,loan_9,10-08-2016,106560,10-05-2017,9
Sophia Allen,loan_10,10-05-2017,158730,10-04-2018,11
Sophia Allen,loan_11,01-04-2018,57350,01-09-2018,5
Sophia Allen,loan_12,17-09-2018,164280,17-09-2019,12
Sophia Allen,loan_13,17-09-2019,93240,17-09-2020,12
Sophia Allen,loan_14,11-09-2020,48840,11-01-2021,4
William Black,loan_1,17-02-2010,55200,17-08-2010,6
William Black,loan_2,16-08-2010,136620,16-07-2011,11
William Black,loan_3,20-07-2011,121900,20-05-2012,10
William Black,loan_4,25-05-2012,55200,25-10-2012,5
William Black,loan_5,16-10-2012,51060,16-04-2013,6
William Black,loan_6,25-04-2013,75900,25-10-2013,6
William Black,loan_7,24-10-2013,56350,24-05-2014,7
William Black,loan_8,21-05-2014,84640,21-01-2015,8
William Black,loan_9,03-01-2015,55200,03-06-2015,5
William Black,loan_10,23-06-2015,111780,23-03-2016,9
William Black,loan_11,24-03-2016,101200,24-11-2016,8
William Black,loan_12,01-11-2016,49450,01-04-2017,5
William Black,loan_13,11-04-2017,47840,11-08-2017,4
William Black,loan_14,10-08-2017,78660,10-05-2018,9
William Black,loan_15,24-05-2018,68080,24-01-2019,8
William Black,loan_16,03-01-2019,99360,03-01-2020,12
William Black,loan_17,01-01-2020,123970,01-12-2020,11
William Black,loan_18,03-12-2020,106260,03-11-2021,11
Arthur Burton,loan_1,21-04-2010,122000,21-09-2010,5
Arthur Burton,loan_2,14-09-2010,89600,14-01-2011,4
Arthur Burton,loan_3,25-01-2011,126000,25-06-2011,5
Arthur Burton,loan_4,04-06-2011,185600,04-02-2012,8
Arthur Burton,loan_5,11-02-2012,307200,11-02-2013,12
Arthur Burton,loan_6,03-02-2013,235200,03-02-2014,12
Arthur Burton,loan_7,25-02-2014,237600,25-01-2015,11
Arthur Burton,loan_8,19-01-2015,255200,19-12-2015,11
Arthur Burton,loan_9,13-12-2015,268800,13-12-2016,12
Arthur Burton,loan_10,24-12-2016,277200,24-11-2017,11
Arthur Burton,loan_11,14-11-2017,255200,14-10-2018,11
Arthur Burton,loan_12,17-10-2018,259200,17-10-2019,12
Arthur Burton,loan_13,05-10-2019,256000,05-08-2020,10
Arthur Burton,loan_14,23-08-2020,242000,23-07-2021,11
Noah Baker,loan_1,16-11-2010,69930,16-06-2011,7
Noah Baker,loan_2,24-06-2011,64750,24-11-2011,5
Noah Baker,loan_3,11-11-2011,128760,11-11-2012,12
Noah Baker,loan_4,06-11-2012,54390,06-06-2013,7
Noah Baker,loan_5,03-06-2013,76960,03-02-2014,8
Noah Baker,loan_6,11-02-2014,102120,11-02-2015,12
Noah Baker,loan_7,20-02-2015,91760,20-10-2015,8
Noah Baker,loan_8,25-10-2015,72520,25-05-2016,7
Noah Baker,loan_9,12-05-2016,44400,12-10-2016,5
Noah Baker,loan_10,17-10-2016,162800,17-09-2017,11
Noah Baker,loan_11,05-09-2017,109890,05-06-2018,9
Noah Baker,loan_12,21-06-2018,113220,21-03-2019,9
Noah Baker,loan_13,13-03-2019,46250,13-08-2019,5
Noah Baker,loan_14,06-08-2019,46620,06-02-2020,6
Noah Baker,loan_15,09-02-2020,73260,09-11-2020,9
Noah Baker,loan_16,06-11-2020,59200,06-03-2021,4
Archie Baker,loan_1,02-07-2010,55120,02-03-2011,8
Archie Baker,loan_2,08-03-2011,34320,08-09-2011,6
Archie Baker,loan_3,20-09-2011,44720,20-05-2012,8
Archie Baker,loan_4,09-05-2012,63960,09-05-2013,12
Archie Baker,loan_5,04-05-2013,45500,04-03-2014,10
Archie Baker,loan_6,22-03-2014,36400,22-10-2014,7
Archie Baker,loan_7,11-10-2014,63960,11-10-2015,12
Archie Baker,loan_8,20-10-2015,21840,20-02-2016,4
Archie Baker,loan_9,04-02-2016,70200,04-02-2017,12
Archie Baker,loan_10,06-02-2017,59280,06-02-2018,12
Archie Baker,loan_11,19-02-2018,52910,19-01-2019,11
Archie Baker,loan_12,11-01-2019,40950,11-10-2019,9
Archie Baker,loan_13,01-10-2019,37440,01-06-2020,8
Archie Baker,loan_14,01-06-2020,26520,01-10-2020,4
Archie Baker,loan_15,09-10-2020,39000,09-04-2021,6
Arthur Baker,loan_1,10-01-2010,128000,10-09-2010,8
Arthur Baker,loan_2,01-09-2010,83200,01-02-2011,5
Arthur Baker,loan_3,14-02-2011,66560,14-06-2011,4
Arthur Baker,loan_4,05-06-2011,192000,05-06-2012,12
Arthur Baker,loan_5,01-06-2012,180480,01-06-2013,12
Arthur Baker,loan_6,24-06-2013,65280,24-10-2013,4
Arthur Baker,loan_7,01-10-2013,122880,01-04-2014,6
Arthur Baker,loan_8,05-04-2014,83200,05-09-2014,5
Arthur Baker,loan_9,15-09-2014,225280,15-08-2015,11
Arthur Baker,loan_10,25-08-2015,245760,25-08-2016,12
Arthur Baker,loan_11,19-08-2016,153600,19-04-2017,8
Arthur Baker,loan_12,03-04-2017,192000,03-04-2018,12
Arthur Baker,loan_13,05-04-2018,115200,05-12-2018,8
Arthur Baker,loan_14,07-12-2018,215040,07-12-2019,12
Arthur Baker,loan_15,10-12-2019,143360,10-07-2020,7
Arthur Baker,loan_16,07-07-2020,188160,07-07-2021,12
Emily Burton,loan_1,06-12-2010,64400,06-10-2011,10
Emily Burton,loan_2,15-10-2011,34720,15-02-2012,4
Emily Burton,loan_3,08-02-2012,79380,08-11-2012,9
Emily Burton,loan_4,11-11-2012,39480,11-05-2013,6
Emily Burton,loan_5,19-05-2013,97020,19-04-2014,11
Emily Burton,loan_6,25-04-2014,80640,25-01-2015,9
Emily Burton,loan_7,09-01-2015,61740,09-08-2015,7
Emily Burton,loan_8,11-08-2015,52640,11-04-2016,8
Emily Burton,loan_9,25-04-2016,41300,25-09-2016,5
Emily Burton,loan_10,12-09-2016,52640,12-05-2017,8
Emily Burton,loan_11,05-05-2017,37800,05-11-2017,6
Emily Burton,loan_12,08-11-2017,76860,08-08-2018,9
Emily Burton,loan_13,25-08-2018,35280,25-12-2018,4
Emily Burton,loan_14,09-12-2018,70840,09-11-2019,11
Emily Burton,loan_15,16-11-2019,60480,16-08-2020,9
Emily Burton,loan_16,03-08-2020,89320,03-07-2021,11
Rosie Harris,loan_1,12-08-2010,75900,12-02-2011,6
Rosie Harris,loan_2,13-02-2011,139150,13-01-2012,11
Rosie Harris,loan_3,17-01-2012,69000,17-07-2012,6
Rosie Harris,loan_4,25-07-2012,112700,25-05-2013,10
Rosie Harris,loan_5,07-05-2013,86940,07-12-2013,7
Rosie Harris,loan_6,13-12-2013,86480,13-08-2014,8
Rosie Harris,loan_7,14-08-2014,89010,14-05-2015,9
Rosie Harris,loan_8,07-05-2015,43240,07-09-2015,4
Rosie Harris,loan_9,05-09-2015,113160,05-09-2016,12
Rosie Harris,loan_10,20-09-2016,69230,20-04-2017,7
Rosie Harris,loan_11,25-04-2017,101200,25-12-2017,8
Rosie Harris,loan_12,19-12-2017,49680,19-04-2018,4
Rosie Harris,loan_13,23-04-2018,93150,23-01-2019,9
Rosie Harris,loan_14,06-01-2019,95220,06-10-2019,9
Rosie Harris,loan_15,23-10-2019,41400,23-03-2020,5
Rosie Harris,loan_16,07-03-2020,140760,07-03-2021,12
Alfie Harris,loan_1,17-10-2010,146400,17-08-2011,10
Alfie Harris,loan_2,24-08-2011,158400,24-08-2012,12
Alfie Harris,loan_3,19-08-2012,105840,19-03-2013,7
Alfie Harris,loan_4,10-03-2013,121440,10-02-2014,11
Alfie Harris,loan_5,02-02-2014,113280,02-10-2014,8
Alfie Harris,loan_6,16-10-2014,76800,16-03-2015,5
Alfie Harris,loan_7,04-03-2015,64800,04-09-2015,6
Alfie Harris,loan_8,17-09-2015,161040,17-08-2016,11
Alfie Harris,loan_9,06-08-2016,101520,06-05-2017,9
Alfie Harris,loan_10,05-05-2017,84000,05-12-2017,7
Alfie Harris,loan_11,02-12-2017,108000,02-09-2018,9
Alfie Harris,loan_12,14-09-2018,111360,14-05-2019,8
Alfie Harris,loan_13,08-05-2019,187200,08-05-2020,12
Alfie Harris,loan_14,07-05-2020,72000,07-10-2020,5
Alfie Harris,loan_15,05-10-2020,133920,05-07-2021,9
Evie Harris,loan_1,01-04-2010,102300,01-03-2011,11
Evie Harris,loan_2,10-03-2011,54900,10-09-2011,6
Evie Harris,loan_3,05-09-2011,32400,05-01-2012,4
Evie Harris,loan_4,04-01-2012,43500,04-06-2012,5
Evie Harris,loan_5,24-06-2012,35250,24-11-2012,5
Evie Harris,loan_6,20-11-2012,41400,20-05-2013,6
Evie Harris,loan_7,07-05-2013,102600,07-05-2014,12
Evie Harris,loan_8,04-05-2014,67200,04-12-2014,7
Evie Harris,loan_9,12-12-2014,85500,12-10-2015,10
Evie Harris,loan_10,01-10-2015,111600,01-10-2016,12
Evie Harris,loan_11,21-10-2016,80850,21-09-2017,11
Evie Harris,loan_12,19-09-2017,30000,19-01-2018,4
Evie Harris,loan_13,25-01-2018,90000,25-11-2018,10
Evie Harris,loan_14,21-11-2018,90000,21-11-2019,12
Evie Harris,loan_15,04-11-2019,71550,04-08-2020,9
Evie Harris,loan_16,19-08-2020,69600,19-04-2021,8
Jack Matthews,loan_1,04-01-2010,86580,04-10-2010,9
Jack Matthews,loan_2,22-10-2010,56160,22-06-2011,8
Jack Matthews,loan_3,03-06-2011,85800,03-04-2012,10
Jack Matthews,loan_4,21-04-2012,65520,21-04-2013,12
Jack Matthews,loan_5,24-04-2013,27300,24-09-2013,5
Jack Matthews,loan_6,18-09-2013,50960,18-04-2014,7
Jack Matthews,loan_7,16-04-2014,68640,16-03-2015,11
Jack Matthews,loan_8,04-03-2015,94380,04-02-2016,11
Jack Matthews,loan_9,24-02-2016,59280,24-08-2016,6
