Customer,Loan ID,Date Start,Paid
Ivy Allen,loan_6,14-03-2014,6240
Ivy Allen,loan_7,09-03-2014,0
Ivy Allen,loan_7,09-04-2014,6720
Ivy Allen,loan_7,09-05-2014,6720
Ivy Allen,loan_7,09-06-2014,0
Ivy Allen,loan_7,09-07-2014,6720
Ivy Allen,loan_7,09-08-2014,0
Ivy Allen,loan_7,09-09-2014,0
Ivy Allen,loan_7,09-10-2014,6720
Ivy Allen,loan_7,09-11-2014,6720
Ivy Allen,loan_7,09-12-2014,0
Ivy Allen,loan_7,09-01-2015,0
Ivy Allen,loan_7,09-02-2015,6720
Ivy Allen,loan_7,09-03-2015,6720
Ivy Allen,loan_7,09-04-2015,6720
Ivy Allen,loan_8,06-11-2014,0
Ivy Allen,loan_8,06-12-2014,6480
Ivy Allen,loan_8,06-01-2015,6480
Ivy Allen,loan_8,06-02-2015,0
Ivy Allen,loan_8,06-03-2015,6480
Ivy Allen,loan_8,06-04-2015,0
Ivy Allen,loan_8,06-05-2015,0
Ivy Allen,loan_8,06-06-2015,6480
Ivy Allen,loan_8,06-07-2015,0
Ivy Allen,loan_8,06-08-2015,0
Ivy Allen,loan_8,06-09-2015,6480
Ivy Allen,loan_8,06-10-2015,0
Ivy Allen,loan_8,06-11-2015,6480
Ivy Allen,loan_9,05-05-2015,0
Ivy Allen,loan_9,05-06-2015,6120
Ivy Allen,loan_9,05-07-2015,0
Ivy Allen,loan_9,05-08-2015,0
Ivy Allen,loan_9,05-09-2015,0
Ivy Allen,loan_9,05-10-2015,0
Ivy Allen,loan_9,05-11-2015,0
Ivy Allen,loan_9,05-12-2015,0
Ivy Allen,loan_9,05-01-2016,0
Ivy Allen,loan_9,05-02-2016,6120
Ivy Allen,loan_9,05-03-2016,6120
Ivy Allen,loan_9,05-04-2016,0
Ivy Allen,loan_9,05-05-2016,6120
Ivy Allen,loan_9,05-06-2016,6120
Ivy Allen,loan_9,05-07-2016,6120
Ivy Allen,loan_9,05-08-2016,6120
Ivy Allen,loan_9,05-09-2016,0
Ivy Allen,loan_9,05-10-2016,0
Ivy Allen,loan_9,05-11-2016,6120
Ivy Allen,loan_9,05-12-2016,6120
Ivy Allen,loan_9,05-01-2017,6120
Ivy Allen,loan_10,05-03-2016,5880
Ivy Allen,loan_10,05-04-2016,5880
Ivy Allen,loan_10,05-05-2016,0
Ivy Allen,loan_10,05-06-2016,5880
Ivy Allen,loan_10,05-07-2016,5880
Ivy Allen,loan_10,05-08-2016,5880
Ivy Allen,loan_10,05-09-2016,0
Ivy Allen,loan_10,05-10-2016,5880
Ivy Allen,loan_10,05-11-2016,0
Ivy Allen,loan_10,05-12-2016,0
Ivy Allen,loan_10,05-01-2017,5880
Ivy Allen,loan_10,05-02-2017,5880
Ivy Allen,loan_11,20-11-2016,7320
Ivy Allen,loan_11,20-12-2016,0
Ivy Allen,loan_11,20-01-2017,0
Ivy Allen,loan_11,20-02-2017,0
Ivy Allen,loan_11,20-03-2017,0
Ivy Allen,loan_11,20-04-2017,7320
Ivy Allen,loan_11,20-05-2017,0
Ivy Allen,loan_11,20-06-2017,7320
Ivy Allen,loan_11,20-07-2017,7320
Ivy Allen,loan_11,20-08-2017,7320
Ivy Allen,loan_11,20-09-2017,0
Ivy Allen,loan_11,20-10-2017,0
Ivy Allen,loan_11,20-11-2017,0
Ivy Allen,loan_11,20-12-2017,0
Ivy Allen,loan_11,20-01-2018,7320
Ivy Allen,loan_11,20-02-2018,7320
Ivy Allen,loan_11,20-03-2018,0
Ivy Allen,loan_11,20-04-2018,7320
Ivy Allen,loan_11,20-05-2018,7320
Ivy Allen,loan_11,20-06-2018,7320
Ivy Allen,loan_11,20-07-2018,7320
Ivy Allen,loan_12,03-10-2017,0
Ivy Allen,loan_12,03-11-2017,0
Ivy Allen,loan_12,03-12-2017,7320
Ivy Allen,loan_12,03-01-2018,0
Ivy Allen,loan_12,03-02-2018,7320
Ivy Allen,loan_12,03-03-2018,7320
Ivy Allen,loan_12,03-04-2018,0
Ivy Allen,loan_12,03-05-2018,7320
Ivy Allen,loan_12,03-06-2018,7320
Ivy Allen,loan_13,10-03-2018,6240
Ivy Allen,loan_13,10-04-2018,6240
Ivy Allen,loan_13,10-05-2018,6240
Ivy Allen,loan_13,10-06-2018,6240
Ivy Allen,loan_13,10-07-2018,0
Ivy Allen,loan_13,10-08-2018,6240
Ivy Allen,loan_13,10-09-2018,6240
Ivy Allen,loan_14,17-09-2018,0
Ivy Allen,loan_14,17-10-2018,7800
Ivy Allen,loan_14,17-11-2018,0
Ivy Allen,loan_14,17-12-2018,7800
Ivy Allen,loan_14,17-01-2019,0
Ivy Allen,loan_14,17-02-2019,7800
Ivy Allen,loan_14,17-03-2019,0
Ivy Allen,loan_14,17-04-2019,0
Ivy Allen,loan_14,17-05-2019,7800
Ivy Allen,loan_14,17-06-2019,7800
Ivy Allen,loan_14,17-07-2019,0
Ivy Allen,loan_14,17-08-2019,7800
Ivy Allen,loan_14,17-09-2019,7800
Ivy Allen,loan_14,17-10-2019,7800
Ivy Allen,loan_14,17-11-2019,7800
Ivy Allen,loan_15,03-06-2019,6240
Ivy Allen,loan_15,03-07-2019,6240
Ivy Allen,loan_15,03-08-2019,6240
Ivy Allen,loan_15,03-09-2019,6240
Ivy Allen,loan_15,03-10-2019,6240
Ivy Allen,loan_16,12-11-2019,7080
Ivy Allen,loan_16,12-12-2019,0
Ivy Allen,loan_16,12-01-2020,0
Ivy Allen,loan_16,12-02-2020,0
Ivy Allen,loan_16,12-03-2020,7080
Ivy Allen,loan_16,12-04-2020,0
Ivy Allen,loan_16,12-05-2020,7080
Ivy Allen,loan_16,12-06-2020,0
Ivy Allen,loan_16,12-07-2020,7080
Ivy Allen,loan_17,24-03-2020,0
Ivy Allen,loan_17,24-04-2020,5520
Ivy Allen,loan_17,24-05-2020,0
Ivy Allen,loan_17,24-06-2020,5520
Ivy Allen,loan_17,24-07-2020,5520
Ivy Allen,loan_17,24-08-2020,5520
Ivy Allen,loan_18,17-07-2020,0
Ivy Allen,loan_18,17-08-2020,6120
Ivy Allen,loan_18,17-09-2020,0
Ivy Allen,loan_18,17-10-2020,6120
Ivy Allen,loan_18,17-11-2020,0
Ivy Allen,loan_18,17-12-2020,6120
Ivy Allen,loan_18,17-01-2021,6120
Ivy Allen,loan_18,17-02-2021,6120
Ivy Allen,loan_18,17-03-2021,6120
Ivy Allen,loan_18,17-04-2021,0
Ivy Allen,loan_18,17-05-2021,6120
Ivy Allen,loan_18,17-06-2021,6120
Ivy Allen,loan_18,17-07-2021,6120
Ivy Allen,loan_18,17-08-2021,6120
Ivy Allen,loan_18,17-09-2021,6120
Theo Harris,loan_1,18-01-2011,7590
Theo Harris,loan_1,18-02-2011,7590
Theo Harris,loan_1,18-03-2011,7590
Theo Harris,loan_1,18-04-2011,0
Theo Harris,loan_1,18-05-2011,7590
Theo Harris,loan_1,18-06-2011,7590
Theo Harris,loan_1,18-07-2011,7590
Theo Harris,loan_1,18-08-2011,0
Theo Harris,loan_1,18-09-2011,7590
Theo Harris,loan_1,18-10-2011,0
Theo Harris,loan_1,18-11-2011,7590
Theo Harris,loan_1,18-12-2011,7590
Theo Harris,loan_2,06-10-2011,13200
Theo Harris,loan_2,06-11-2011,13200
Theo Harris,loan_2,06-12-2011,13200
Theo Harris,loan_2,06-01-2012,0
Theo Harris,loan_2,06-02-2012,13200
Theo Harris,loan_2,06-03-2012,13200
Theo Harris,loan_2,06-04-2012,13200
Theo Harris,loan_2,06-05-2012,13200
Theo Harris,loan_2,06-06-2012,13200
Theo Harris,loan_2,06-07-2012,13200
Theo Harris,loan_3,25-07-2012,10890
Theo Harris,loan_3,25-08-2012,0
Theo Harris,loan_3,25-09-2012,10890
Theo Harris,loan_3,25-10-2012,10890
Theo Harris,loan_3,25-11-2012,10890
Theo Harris,loan_4,04-11-2012,11220
Theo Harris,loan_4,04-12-2012,11220
Theo Harris,loan_4,04-01-2013,11220
Theo Harris,loan_4,04-02-2013,11220
Theo Harris,loan_4,04-03-2013,11220
Theo Harris,loan_5,23-04-2013,7920
Theo Harris,loan_5,23-05-2013,7920
Theo Harris,loan_5,23-06-2013,7920
Theo Harris,loan_5,23-07-2013,7920
Theo Harris,loan_5,23-08-2013,7920
Theo Harris,loan_5,23-09-2013,7920
Theo Harris,loan_5,23-10-2013,7920
Theo Harris,loan_6,04-11-2013,8580
Theo Harris,loan_6,04-12-2013,8580
Theo Harris,loan_6,04-01-2014,0
Theo Harris,loan_6,04-02-2014,8580
Theo Harris,loan_6,04-03-2014,8580
Theo Harris,loan_6,04-04-2014,0
Theo Harris,loan_6,04-05-2014,0
Theo Harris,loan_6,04-06-2014,8580
Theo Harris,loan_6,04-07-2014,8580
Theo Harris,loan_6,04-08-2014,8580
Theo Harris,loan_6,04-09-2014,8580
Theo Harris,loan_6,04-10-2014,0
Theo Harris,loan_6,04-11-2014,8580
Theo Harris,loan_6,04-12-2014,8580
Theo Harris,loan_7,09-09-2014,7920
Theo Harris,loan_7,09-10-2014,0
Theo Harris,loan_7,09-11-2014,7920
Theo Harris,loan_7,09-12-2014,7920
Theo Harris,loan_7,09-01-2015,7920
Theo Harris,loan_7,09-02-2015,0
Theo Harris,loan_7,09-03-2015,7920
Theo Harris,loan_7,09-04-2015,7920
Theo Harris,loan_7,09-05-2015,7920
Theo Harris,loan_7,09-06-2015,0
Theo Harris,loan_7,09-07-2015,0
Theo Harris,loan_7,09-08-2015,7920
Theo Harris,loan_7,09-09-2015,7920
Theo Harris,loan_7,09-10-2015,7920
Theo Harris,loan_7,09-11-2015,7920
Theo Harris,loan_7,09-12-2015,0
Theo Harris,loan_7,09-01-2016,0
Theo Harris,loan_7,09-02-2016,7920
Theo Harris,loan_8,20-09-2015,12210
Theo Harris,loan_8,20-10-2015,12210
Theo Harris,loan_8,20-11-2015,12210
Theo Harris,loan_8,20-12-2015,12210
Theo Harris,loan_8,20-01-2016,12210
Theo Harris,loan_8,20-02-2016,12210
Theo Harris,loan_8,20-03-2016,0
Theo Harris,loan_8,20-04-2016,12210
Theo Harris,loan_8,20-05-2016,12210
Theo Harris,loan_8,20-06-2016,12210
Theo Harris,loan_8,20-07-2016,12210
Theo Harris,loan_8,20-08-2016,0
Theo Harris,loan_8,20-09-2016,12210
Theo Harris,loan_9,02-08-2016,7260
Theo Harris,loan_9,02-09-2016,7260
Theo Harris,loan_9,02-10-2016,7260
Theo Harris,loan_9,02-11-2016,7260
Theo Harris,loan_9,02-12-2016,7260
Theo Harris,loan_9,02-01-2017,7260
Theo Harris,loan_9,02-02-2017,7260
Theo Harris,loan_10,08-03-2017,13200
Theo Harris,loan_10,08-04-2017,13200
Theo Harris,loan_10,08-05-2017,13200
Theo Harris,loan_10,08-06-2017,13200
Theo Harris,loan_10,08-07-2017,13200
Theo Harris,loan_10,08-08-2017,13200
Theo Harris,loan_10,08-09-2017,13200
Theo Harris,loan_10,08-10-2017,13200
Theo Harris,loan_10,08-11-2017,13200
Theo Harris,loan_10,08-12-2017,13200
Theo Harris,loan_10,08-01-2018,0
Theo Harris,loan_10,08-02-2018,13200
Theo Harris,loan_11,03-02-2018,10230
Theo Harris,loan_11,03-03-2018,10230
Theo Harris,loan_11,03-04-2018,10230
Theo Harris,loan_11,03-05-2018,10230
Theo Harris,loan_11,03-06-2018,10230
Theo Harris,loan_11,03-07-2018,10230
Theo Harris,loan_12,24-08-2018,10890
Theo Harris,loan_12,24-09-2018,10890
Theo Harris,loan_12,24-10-2018,0
Theo Harris,loan_12,24-11-2018,10890
Theo Harris,loan_12,24-12-2018,10890
Theo Harris,loan_12,24-01-2019,10890
Theo Harris,loan_12,24-02-2019,10890
Theo Harris,loan_12,24-03-2019,10890
Theo Harris,loan_12,24-04-2019,10890
Theo Harris,loan_12,24-05-2019,10890
Theo Harris,loan_12,24-06-2019,10890
Theo Harris,loan_12,24-07-2019,0
Theo Harris,loan_12,24-08-2019,10890
Theo Harris,loan_12,24-09-2019,0
Theo Harris,loan_12,24-10-2019,10890
Theo Harris,loan_13,20-08-2019,10890
Theo Harris,loan_13,20-09-2019,10890
Theo Harris,loan_13,20-10-2019,10890
Theo Harris,loan_13,20-11-2019,0
Theo Harris,loan_13,20-12-2019,10890
Theo Harris,loan_13,20-01-2020,10890
Theo Harris,loan_13,20-02-2020,10890
Theo Harris,loan_13,20-03-2020,0
Theo Harris,loan_13,20-04-2020,10890
Theo Harris,loan_13,20-05-2020,10890
Theo Harris,loan_13,20-06-2020,10890
Theo Harris,loan_14,03-05-2020,10230
Theo Harris,loan_14,03-06-2020,10230
Theo Harris,loan_14,03-07-2020,10230
Theo Harris,loan_14,03-08-2020,10230
Theo Harris,loan_14,03-09-2020,0
Theo Harris,loan_14,03-10-2020,10230
Theo Harris,loan_15,10-10-2020,12210
Theo Harris,loan_15,10-11-2020,12210
Theo Harris,loan_15,10-12-2020,12210
Theo Harris,loan_15,10-01-2021,0
Theo Harris,loan_15,10-02-2021,12210
Theo Harris,loan_15,10-03-2021,12210
Theo Harris,loan_15,10-04-2021,12210
Theo Harris,loan_15,10-05-2021,12210
Theo Harris,loan_15,10-06-2021,12210
Archie Holmes,loan_1,11-11-2010,7920
Archie Holmes,loan_1,11-12-2010,7920
Archie Holmes,loan_1,11-01-2011,7920
Archie Holmes,loan_1,11-02-2011,0
Archie Holmes,loan_1,11-03-2011,7920
Archie Holmes,loan_2,20-03-2011,8910
Archie Holmes,loan_2,20-04-2011,8910
Archie Holmes,loan_2,20-05-2011,8910
Archie Holmes,loan_2,20-06-2011,8910
Archie Holmes,loan_2,20-07-2011,8910
Archie Holmes,loan_2,20-08-2011,8910
Archie Holmes,loan_2,20-09-2011,0
Archie Holmes,loan_2,20-10-2011,8910
Archie Holmes,loan_2,20-11-2011,8910
Archie Holmes,loan_3,24-11-2011,10890
Archie Holmes,loan_3,24-12-2011,10890
Archie Holmes,loan_3,24-01-2012,10890
Archie Holmes,loan_3,24-02-2012,10890
Archie Holmes,loan_3,24-03-2012,10890
Archie Holmes,loan_3,24-04-2012,10890
Archie Holmes,loan_4,20-05-2012,8250
Archie Holmes,loan_4,20-06-2012,8250
Archie Holmes,loan_4,20-07-2012,8250
Archie Holmes,loan_4,20-08-2012,8250
Archie Holmes,loan_4,20-09-2012,8250
Archie Holmes,loan_4,20-10-2012,0
Archie Holmes,loan_4,20-11-2012,0
Archie Holmes,loan_4,20-12-2012,0
Archie Holmes,loan_4,20-01-2013,0
Archie Holmes,loan_4,20-02-2013,8250
Archie Holmes,loan_5,13-11-2012,9900
Archie Holmes,loan_5,13-12-2012,9900
Archie Holmes,loan_5,13-01-2013,9900
Archie Holmes,loan_5,13-02-2013,0
Archie Holmes,loan_5,13-03-2013,9900
Archie Holmes,loan_5,13-04-2013,9900
Archie Holmes,loan_5,13-05-2013,0
Archie Holmes,loan_5,13-06-2013,9900
Archie Holmes,loan_5,13-07-2013,9900
Archie Holmes,loan_5,13-08-2013,9900
Archie Holmes,loan_5,13-09-2013,9900
Archie Holmes,loan_5,13-10-2013,9900
Archie Holmes,loan_5,13-11-2013,9900
Archie Holmes,loan_5,13-12-2013,9900
Archie Holmes,loan_6,21-11-2013,8910
Archie Holmes,loan_6,21-12-2013,8910
Archie Holmes,loan_6,21-01-2014,8910
Archie Holmes,loan_6,21-02-2014,0
Archie Holmes,loan_6,21-03-2014,0
Archie Holmes,loan_6,21-04-2014,0
Archie Holmes,loan_6,21-05-2014,0
Archie Holmes,loan_6,21-06-2014,8910
Archie Holmes,loan_6,21-07-2014,8910
Archie Holmes,loan_6,21-08-2014,8910
Archie Holmes,loan_6,21-09-2014,8910
Archie Holmes,loan_6,21-10-2014,8910
Archie Holmes,loan_6,21-11-2014,8910
Archie Holmes,loan_6,21-12-2014,8910
Archie Holmes,loan_6,21-01-2015,8910
Archie Holmes,loan_7,07-10-2014,7590
Archie Holmes,loan_7,07-11-2014,7590
Archie Holmes,loan_7,07-12-2014,7590
Archie Holmes,loan_7,07-01-2015,7590
Archie Holmes,loan_7,07-02-2015,0
Archie Holmes,loan_7,07-03-2015,7590
Archie Holmes,loan_7,07-04-2015,7590
Archie Holmes,loan_7,07-05-2015,7590
Archie Holmes,loan_7,07-06-2015,7590
Archie Holmes,loan_7,07-07-2015,7590
Archie Holmes,loan_7,07-08-2015,0
Archie Holmes,loan_7,07-09-2015,7590
Archie Holmes,loan_8,20-08-2015,9240
Archie Holmes,loan_8,20-09-2015,0
Archie Holmes,loan_8,20-10-2015,9240
Archie Holmes,loan_8,20-11-2015,9240
Archie Holmes,loan_8,20-12-2015,9240
Archie Holmes,loan_8,20-01-2016,9240
Archie Holmes,loan_9,10-01-2016,12870
Archie Holmes,loan_9,10-02-2016,12870
Archie Holmes,loan_9,10-03-2016,12870
Archie Holmes,loan_9,10-04-2016,12870
Archie Holmes,loan_9,10-05-2016,0
Archie Holmes,loan_9,10-06-2016,12870
Archie Holmes,loan_10,15-06-2016,7920
Archie Holmes,loan_10,15-07-2016,7920
Archie Holmes,loan_10,15-08-2016,7920
Archie Holmes,loan_10,15-09-2016,0
Archie Holmes,loan_10,15-10-2016,7920
Archie Holmes,loan_10,15-11-2016,7920
Archie Holmes,loan_10,15-12-2016,0
Archie Holmes,loan_10,15-01-2017,7920
Archie Holmes,loan_10,15-02-2017,7920
Archie Holmes,loan_10,15-03-2017,7920
Archie Holmes,loan_10,15-04-2017,7920
Archie Holmes,loan_10,15-05-2017,7920
Archie Holmes,loan_10,15-06-2017,0
Archie Holmes,loan_10,15-07-2017,7920
Archie Holmes,loan_10,15-08-2017,7920
Archie Holmes,loan_11,20-06-2017,0
Archie Holmes,loan_11,20-07-2017,9240
Archie Holmes,loan_11,20-08-2017,9240
Archie Holmes,loan_11,20-09-2017,9240
Archie Holmes,loan_11,20-10-2017,9240
Archie Holmes,loan_11,20-11-2017,9240
Archie Holmes,loan_11,20-12-2017,9240
Archie Holmes,loan_11,20-01-2018,9240
Archie Holmes,loan_11,20-02-2018,9240
Archie Holmes,loan_11,20-03-2018,9240
Archie Holmes,loan_11,20-04-2018,9240
Archie Holmes,loan_11,20-05-2018,9240
Archie Holmes,loan_11,20-06-2018,9240
Archie Holmes,loan_12,11-06-2018,8580
Archie Holmes,loan_12,11-07-2018,8580
Archie Holmes,loan_12,11-08-2018,8580
Archie Holmes,loan_12,11-09-2018,8580
Archie Holmes,loan_12,11-10-2018,0
Archie Holmes,loan_12,11-11-2018,8580
Archie Holmes,loan_12,11-12-2018,8580
Archie Holmes,loan_12,11-01-2019,8580
Archie Holmes,loan_12,11-02-2019,8580
Archie Holmes,loan_13,08-02-2019,6600
Archie Holmes,loan_13,08-03-2019,6600
Archie Holmes,loan_13,08-04-2019,6600
Archie Holmes,loan_13,08-05-2019,6600
Archie Holmes,loan_13,08-06-2019,0
Archie Holmes,loan_13,08-07-2019,0
Archie Holmes,loan_13,08-08-2019,6600
Archie Holmes,loan_13,08-09-2019,0
Archie Holmes,loan_13,08-10-2019,6600
Archie Holmes,loan_14,04-08-2019,0
Archie Holmes,loan_14,04-09-2019,9900
Archie Holmes,loan_14,04-10-2019,9900
Archie Holmes,loan_14,04-11-2019,9900
Archie Holmes,loan_14,04-12-2019,0
Archie Holmes,loan_14,04-01-2020,9900
Archie Holmes,loan_14,04-02-2020,9900
Archie Holmes,loan_14,04-03-2020,9900
Archie Holmes,loan_14,04-04-2020,0
Archie Holmes,loan_14,04-05-2020,9900
Archie Holmes,loan_14,04-06-2020,9900
Archie Holmes,loan_14,04-07-2020,9900
Archie Holmes,loan_14,04-08-2020,9900
Archie Holmes,loan_15,10-06-2020,6930
Archie Holmes,loan_15,10-07-2020,6930
Archie Holmes,loan_15,10-08-2020,6930
Archie Holmes,loan_15,10-09-2020,6930
Archie Holmes,loan_16,10-10-2020,11880
Archie Holmes,loan_16,10-11-2020,0
Archie Holmes,loan_16,10-12-2020,11880
Archie Holmes,loan_16,10-01-2021,11880
Archie Holmes,loan_16,10-02-2021,11880
Archie Holmes,loan_16,10-03-2021,11880
Archie Holmes,loan_16,10-04-2021,11880
Archie Holmes,loan_16,10-05-2021,11880
Archie Holmes,loan_16,10-06-2021,11880
Archie Holmes,loan_16,10-07-2021,11880
Archie Holmes,loan_16,10-08-2021,11880
Archie Holmes,loan_16,10-09-2021,11880
Daisy Baker,loan_1,20-08-2010,4030
Daisy Baker,loan_1,20-09-2010,4030
Daisy Baker,loan_1,20-10-2010,4030
Daisy Baker,loan_1,20-11-2010,0
Daisy Baker,loan_1,20-12-2010,4030
Daisy Baker,loan_1,20-01-2011,4030
Daisy Baker,loan_1,20-02-2011,4030
Daisy Baker,loan_2,21-02-2011,3120
Daisy Baker,loan_2,21-03-2011,3120
Daisy Baker,loan_2,21-04-2011,3120
Daisy Baker,loan_2,21-05-2011,0
Daisy Baker,loan_2,21-06-2011,3120
Daisy Baker,loan_2,21-07-2011,3120
Daisy Baker,loan_2,21-08-2011,0
Daisy Baker,loan_2,21-09-2011,3120
Daisy Baker,loan_2,21-10-2011,3120
Daisy Baker,loan_2,21-11-2011,3120
Daisy Baker,loan_2,21-12-2011,0
Daisy Baker,loan_2,21-01-2012,3120
Daisy Baker,loan_3,06-11-2011,4940
Daisy Baker,loan_3,06-12-2011,4940
Daisy Baker,loan_3,06-01-2012,4940
Daisy Baker,loan_3,06-02-2012,4940
Daisy Baker,loan_3,06-03-2012,4940
Daisy Baker,loan_3,06-04-2012,4940
Daisy Baker,loan_3,06-05-2012,4940
Daisy Baker,loan_3,06-06-2012,4940
Daisy Baker,loan_4,11-07-2012,4160
Daisy Baker,loan_4,11-08-2012,4160
Daisy Baker,loan_4,11-09-2012,0
Daisy Baker,loan_4,11-10-2012,4160
Daisy Baker,loan_4,11-11-2012,4160
Daisy Baker,loan_4,11-12-2012,4160
Daisy Baker,loan_4,11-01-2013,4160
Daisy Baker,loan_4,11-02-2013,4160
Daisy Baker,loan_4,11-03-2013,4160
Daisy Baker,loan_4,11-04-2013,4160
Daisy Baker,loan_5,06-04-2013,4030
Daisy Baker,loan_5,06-05-2013,4030
Daisy Baker,loan_5,06-06-2013,4030
Daisy Baker,loan_5,06-07-2013,4030
Daisy Baker,loan_5,06-08-2013,4030
Daisy Baker,loan_5,06-09-2013,4030
Daisy Baker,loan_5,06-10-2013,4030
Daisy Baker,loan_5,06-11-2013,0
Daisy Baker,loan_5,06-12-2013,4030
Daisy Baker,loan_5,06-01-2014,4030
Daisy Baker,loan_5,06-02-2014,4030
Daisy Baker,loan_5,06-03-2014,4030
Daisy Baker,loan_5,06-04-2014,4030
Daisy Baker,loan_6,08-04-2014,2990
Daisy Baker,loan_6,08-05-2014,2990
Daisy Baker,loan_6,08-06-2014,2990
Daisy Baker,loan_6,08-07-2014,0
Daisy Baker,loan_6,08-08-2014,0
Daisy Baker,loan_6,08-09-2014,2990
Daisy Baker,loan_6,08-10-2014,2990
Daisy Baker,loan_6,08-11-2014,2990
Daisy Baker,loan_6,08-12-2014,2990
Daisy Baker,loan_6,08-01-2015,2990
Daisy Baker,loan_6,08-02-2015,2990
Daisy Baker,loan_6,08-03-2015,2990
Daisy Baker,loan_6,08-04-2015,2990
Daisy Baker,loan_6,08-05-2015,2990
Daisy Baker,loan_7,08-04-2015,0
Daisy Baker,loan_7,08-05-2015,4420
Daisy Baker,loan_7,08-06-2015,4420
Daisy Baker,loan_7,08-07-2015,4420
Daisy Baker,loan_7,08-08-2015,4420
Daisy Baker,loan_7,08-09-2015,4420
Daisy Baker,loan_7,08-10-2015,4420
Daisy Baker,loan_7,08-11-2015,4420
Daisy Baker,loan_7,08-12-2015,4420
Daisy Baker,loan_7,08-01-2016,0
Daisy Baker,loan_7,08-02-2016,4420
Daisy Baker,loan_8,11-01-2016,3250
Daisy Baker,loan_8,11-02-2016,3250
Daisy Baker,loan_8,11-03-2016,3250
Daisy Baker,loan_8,11-04-2016,3250
Daisy Baker,loan_9,05-05-2016,4420
Daisy Baker,loan_9,05-06-2016,4420
Daisy Baker,loan_9,05-07-2016,4420
Daisy Baker,loan_9,05-08-2016,0
Daisy Baker,loan_9,05-09-2016,4420
Daisy Baker,loan_10,15-09-2016,4290
